k141_128459	metabat2.80
k141_131996	metabat2.80
k141_133458	metabat2.80
k141_135282	metabat2.80
k141_136844	metabat2.80
k141_137376	metabat2.80
k141_137821	metabat2.80
k141_140705	metabat2.80
k141_141065	metabat2.80
k141_143045	metabat2.80
k141_145085	metabat2.80
k141_149312	metabat2.80
k141_149736	metabat2.80
k141_152585	metabat2.80
k141_156163	metabat2.80
k141_156374	metabat2.80
k141_157459	metabat2.80
k141_157727	metabat2.80
k141_158057	metabat2.80
k141_164578	metabat2.80
k141_166368	metabat2.80
k141_178026	metabat2.80
k141_179448	metabat2.80
k141_184701	metabat2.80
k141_186012	metabat2.80
k141_189576	metabat2.80
k141_192362	metabat2.80
k141_194165	metabat2.80
k141_199555	metabat2.80
k141_202320	metabat2.80
k141_202426	metabat2.80
k141_202554	metabat2.80
k141_203484	metabat2.80
k141_203556	metabat2.80
k141_205898	metabat2.80
k141_221011	metabat2.80
k141_22241	metabat2.80
k141_224185	metabat2.80
k141_231941	metabat2.80
k141_234240	metabat2.80
k141_234502	metabat2.80
k141_234524	metabat2.80
k141_237019	metabat2.80
k141_243287	metabat2.80
k141_28152	metabat2.80
k141_28206	metabat2.80
k141_32533	metabat2.80
k141_33037	metabat2.80
k141_45408	metabat2.80
k141_45487	metabat2.80
k141_46401	metabat2.80
k141_63904	metabat2.80
k141_66089	metabat2.80
k141_66220	metabat2.80
k141_70001	metabat2.80
k141_70981	metabat2.80
k141_71249	metabat2.80
k141_93156	metabat2.80
k141_93211	metabat2.80
k141_95205	metabat2.80
k141_100852	maxbin.11
k141_101349	maxbin.11
k141_110997	maxbin.11
k141_11151	maxbin.11
k141_120652	maxbin.11
k141_123483	maxbin.11
k141_124004	maxbin.11
k141_125211	maxbin.11
k141_126547	maxbin.11
k141_127131	maxbin.11
k141_127899	maxbin.11
k141_128783	maxbin.11
k141_13215	maxbin.11
k141_133878	maxbin.11
k141_134157	maxbin.11
k141_134609	maxbin.11
k141_137928	maxbin.11
k141_139759	maxbin.11
k141_140485	maxbin.11
k141_146354	maxbin.11
k141_15073	maxbin.11
k141_15221	maxbin.11
k141_152607	maxbin.11
k141_159990	maxbin.11
k141_161861	maxbin.11
k141_162991	maxbin.11
k141_164252	maxbin.11
k141_164314	maxbin.11
k141_166575	maxbin.11
k141_170209	maxbin.11
k141_171286	maxbin.11
k141_175221	maxbin.11
k141_176016	maxbin.11
k141_177396	maxbin.11
k141_17897	maxbin.11
k141_182976	maxbin.11
k141_185760	maxbin.11
k141_185797	maxbin.11
k141_18801	maxbin.11
k141_189463	maxbin.11
k141_190982	maxbin.11
k141_191086	maxbin.11
k141_192569	maxbin.11
k141_193871	maxbin.11
k141_195758	maxbin.11
k141_20148	maxbin.11
k141_205653	maxbin.11
k141_206343	maxbin.11
k141_207126	maxbin.11
k141_208191	maxbin.11
k141_213426	maxbin.11
k141_213432	maxbin.11
k141_214058	maxbin.11
k141_215497	maxbin.11
k141_223166	maxbin.11
k141_223320	maxbin.11
k141_224064	maxbin.11
k141_237672	maxbin.11
k141_241107	maxbin.11
k141_245508	maxbin.11
k141_247331	maxbin.11
k141_27093	maxbin.11
k141_27344	maxbin.11
k141_27730	maxbin.11
k141_30569	maxbin.11
k141_31075	maxbin.11
k141_32979	maxbin.11
k141_33934	maxbin.11
k141_35661	maxbin.11
k141_39797	maxbin.11
k141_42670	maxbin.11
k141_51346	maxbin.11
k141_55358	maxbin.11
k141_5621	maxbin.11
k141_60174	maxbin.11
k141_64727	maxbin.11
k141_65195	maxbin.11
k141_73668	maxbin.11
k141_81701	maxbin.11
k141_82417	maxbin.11
k141_83080	maxbin.11
k141_83511	maxbin.11
k141_84001	maxbin.11
k141_87294	maxbin.11
k141_92132	maxbin.11
k141_93390	maxbin.11
k141_94990	maxbin.11
k141_968	maxbin.11
k141_97507	maxbin.11
k141_99737	maxbin.11
k141_100956	concoct.20
k141_105021	concoct.20
k141_105644	concoct.20
k141_106310	concoct.20
k141_106393	concoct.20
k141_106599	concoct.20
k141_113673	concoct.20
k141_114176	concoct.20
k141_125113	concoct.20
k141_125271	concoct.20
k141_126030	concoct.20
k141_14271	concoct.20
k141_14634	concoct.20
k141_149128	concoct.20
k141_149585	concoct.20
k141_151899	concoct.20
k141_16038	concoct.20
k141_163308	concoct.20
k141_163339	concoct.20
k141_163893	concoct.20
k141_164667	concoct.20
k141_164929	concoct.20
k141_166077	concoct.20
k141_1668	concoct.20
k141_16937	concoct.20
k141_174352	concoct.20
k141_176006	concoct.20
k141_176239	concoct.20
k141_177701	concoct.20
k141_178548	concoct.20
k141_179754	concoct.20
k141_179838	concoct.20
k141_179977	concoct.20
k141_1806	concoct.20
k141_184471	concoct.20
k141_186654	concoct.20
k141_186856	concoct.20
k141_187753	concoct.20
k141_189437	concoct.20
k141_1898	concoct.20
k141_190207	concoct.20
k141_190372	concoct.20
k141_192056	concoct.20
k141_192141	concoct.20
k141_194479	concoct.20
k141_195334	concoct.20
k141_198877	concoct.20
k141_198882	concoct.20
k141_199590	concoct.20
k141_200314	concoct.20
k141_200523	concoct.20
k141_203448	concoct.20
k141_203550	concoct.20
k141_203594	concoct.20
k141_205429	concoct.20
k141_20552	concoct.20
k141_209202	concoct.20
k141_212126	concoct.20
k141_212192	concoct.20
k141_212285	concoct.20
k141_212704	concoct.20
k141_213777	concoct.20
k141_215157	concoct.20
k141_215204	concoct.20
k141_219221	concoct.20
k141_224479	concoct.20
k141_224844	concoct.20
k141_225470	concoct.20
k141_226264	concoct.20
k141_226289	concoct.20
k141_226959	concoct.20
k141_226982	concoct.20
k141_227729	concoct.20
k141_228264	concoct.20
k141_23075	concoct.20
k141_237201	concoct.20
k141_240202	concoct.20
k141_241358	concoct.20
k141_241648	concoct.20
k141_242796	concoct.20
k141_243354	concoct.20
k141_244932	concoct.20
k141_248490	concoct.20
k141_25649	concoct.20
k141_25906	concoct.20
k141_26217	concoct.20
k141_2755	concoct.20
k141_28504	concoct.20
k141_28972	concoct.20
k141_28997	concoct.20
k141_29438	concoct.20
k141_31989	concoct.20
k141_34584	concoct.20
k141_355	concoct.20
k141_36045	concoct.20
k141_38113	concoct.20
k141_4024	concoct.20
k141_40745	concoct.20
k141_42368	concoct.20
k141_43003	concoct.20
k141_4375	concoct.20
k141_43844	concoct.20
k141_43906	concoct.20
k141_47504	concoct.20
k141_4759	concoct.20
k141_50396	concoct.20
k141_59359	concoct.20
k141_59701	concoct.20
k141_62689	concoct.20
k141_62710	concoct.20
k141_63426	concoct.20
k141_6499	concoct.20
k141_74649	concoct.20
k141_74675	concoct.20
k141_75015	concoct.20
k141_75681	concoct.20
k141_75689	concoct.20
k141_76453	concoct.20
k141_76922	concoct.20
